siren,siret,link,mail,tel,denominationUsuelleEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,complementAdresseEtablissement,codePostalEtablissement,libelleCommuneEtablissement,activitePrincipaleEtablissement
421844234,4.22E+13,,,,,,,LES MARTINS,,49310,LYS-HAUT-LAYON,01.21Z
421845389,4.22E+13,,,,,1,RUE,DES OUCHES,BRIGNE SUR LAYON,49700,DOUE-EN-ANJOU,01.21Z
421874454,4.22E+13,,,,,33,IMPASSE,PAUL PAINLEVE,,49260,MONTREUIL-BELLAY,01.21Z
421920612,4.22E+13,,,02 40 06 42 00,,,,LA VRILLONNIERE,,44430,LE LANDREAU,01.21Z
421948258,4.22E+13,,,,,,,LA NOUE,,49190,DENEE,01.21Z
421976440,4.22E+13,,,,,,RUE,ARTISANAT,,44190,BOUSSAY,46.34Z
421979592,4.22E+13,,,,,,,LA CHAMBAUDIERE,,44190,SAINT-LUMINE-DE-CLISSON,01.21Z
422260745,4.22E+13,,,,,,,LA DESIREE,,44830,BOUAYE,01.21Z
422489286,4.22E+13,,,02 41 91 29 63,,171,RUE,DE LA CHOLTIERE,VAUCHRETIEN,49250,BRISSAC LOIRE AUBANCE,01.21Z
422591115,4.23E+13,,,,,,,VILLAGE DE MALIGNE,,49380,TERRANJOU,01.21Z
422668459,4.23E+13,,,,,,LD,LA GAGNERIE,,49230,SEVREMOINE,01.21Z
422790493,4.23E+13,,,,,,,LE PETIT CERNAY,,49310,CERNUSSON,01.21Z
423007434,4.23E+13,,,,,17,RUE,AUGUSTE FONTENEAU,,49380,TERRANJOU,01.21Z
423008887,4.23E+13,,,,,12,RUE,DE LA POTERNE,,49400,VARRAINS,01.21Z
423185446,4.23E+13,,,,,,,LA GUITONNIERE,,44330,VALLET,01.21Z
423310929,4.23E+13,,,,,10,RUE,DE LâEGLISE,,49700,BROSSAY,01.21Z
423330539,4.23E+13,,,,,6,,LE DEMI BOEUF,,44310,LA LIMOUZINIERE,01.21Z
423330794,4.23E+13,,,,,,,SAINT-SYMPHORIEN,,44310,SAINT-LUMINE-DE-COUTAIS,01.21Z
423335058,4.23E+13,,tourisme@domainedelaperruche.fr,02 41 51 73 36,,29,RUE,DE LA MAUMENIERE,,49730,MONTSOREAU,01.21Z
423689108,4.24E+13,domainedelagrandechauviere.fr,levoye-morin@orange.fr,02 41 78 45 89,,12,RUE,DE LA CHAUVIERE,,49190,VAL-DU-LAYON,01.21Z
423689215,4.24E+13,,,02 41 78 59 00,,,,COTEAU DE SAINT VINCENT,,49290,CHALONNES-SUR-LOIRE,01.21Z
423769165,4.24E+13,,,,,,,BEAUREGARD,,44330,MOUZILLON,01.21Z
423790252,4.24E+13,,,,,138,,LA CROIX VERTE,,49290,CHALONNES-SUR-LOIRE,01.21Z
423849074,4.24E+13,,,,,97,,BRETIGNE,,44330,PALLET (LE),01.21Z
423863711,4.24E+13,labonneliere.com,,02 41 52 92 38,,45,RUE,DU BOURG NEUF,,49400,VARRAINS,01.21Z
423869536,4.24E+13,,,,,66,RUE,FOUCAULT,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
424002517,4.24E+13,,,,,5,,LA GRAVOIRE,,44330,LA REGRIPPIERE,01.21Z
424002566,4.24E+13,,,02 28 00 84 25,,,,LA GRANDE AUJARDIERE,,44330,LA REGRIPPIERE,01.21Z
424106821,4.24E+13,domainedescognettes.fr,domainedescognettes@orange.fr,02 40 54 45 62,,,,BOURNIGAL,,44190,CLISSON,01.21Z
424254209,4.24E+13,chateau-de-la-cour.fr,chateaudelacour44@orange.fr,02 40 33 81 36,,,,LA BOITAUDIERE,,44430,LE LANDREAU,01.21Z
424711596,4.25E+13,,,02 40 36 45 57,,23,,LA BASSE CHAROUILLERE,,44330,VALLET,01.21Z
424759728,4.25E+13,,,,,,,LA HAUTIERE,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
424769552,4.25E+13,,,,,,,LA MORANDIERE,,44330,MOUZILLON,01.21Z
424799062,4.25E+13,,,,,29,RUE,PRINCIPALE,,49250,BRISSAC LOIRE AUBANCE,01.21Z
424847077,4.25E+13,,,,,,,CHAVANNES,,49260,LE PUY-NOTRE-DAME,01.21Z
425142122,4.25E+13,,,,,1,IMP,DES JARDINS,,49700,DOUE-EN-ANJOU,01.21Z
427708938,4.28E+13,,,,,,,,LE HAUT HOMMEAU,44190,SAINT-HILAIRE-DE-CLISSON,01.21Z
427709209,4.28E+13,,,,,6,RUE,DES ABBES COURTAIS,,44690,MAISDON-SUR-SEVRE,01.21Z
427709225,4.28E+13,,,,,,,,,44690,CHATEAU-THEBAUD,01.21Z
427710017,4.28E+13,,,,,,,,,44690,CHATEAU-THEBAUD,01.21Z
427710025,4.28E+13,,,,,3,RUE,DU VIVIER,,44190,CLISSON,01.21Z
427710629,4.28E+13,,,,,,,LA MOUCLETIERE,,44330,VALLET,01.21Z
427710843,4.28E+13,,,,,,,CAHERAULT,,44450,SAINT-JULIEN-DE-CONCELLES,01.21Z
427711064,4.28E+13,,,,,,,LA TROCHERIE,,44430,LE LANDREAU,01.21Z
427725940,4.28E+13,,,,,,,FORGES,,49380,BELLEVIGNE-EN-LAYON,01.21Z
427726054,4.28E+13,,,,,,,,,49250,BRISSAC LOIRE AUBANCE,01.21Z
427762133,4.28E+13,,,,,,,,,44522,MESANGER,01.21Z
427762679,4.28E+13,,,,,,,,,44190,GORGES,01.21Z
427763990,4.28E+13,,,,,,,,,44860,SAINT-AIGNAN-GRANDLIEU,01.21Z
427764113,4.28E+13,,,,,,,,,44118,LA CHEVROLIERE,01.21Z
427764352,4.28E+13,,,,,,,,,44710,PORT-SAINT-PERE,01.21Z
427779608,4.28E+13,,,,,,,,,85320,ROSNAY,01.21Z
427780176,4.28E+13,,,,,,,FOLLET,,85320,ROSNAY,01.21Z
428217269,4.28E+13,,,,,,ROUTE,DE THOUARS,CIDEX 95,49260,MONTREUIL-BELLAY,01.21Z
428260491,4.28E+13,pvvl.fr,contact@pvvl.fr,02 41 54 17 00,,,,LES LOGES,FAVERAYE MACHELLES,49380,BELLEVIGNE-EN-LAYON,01.21Z
428718209,4.29E+13,,,,,,,LA BRETONNIERE,,44690,MAISDON-SUR-SEVRE,01.21Z
428774624,4.29E+13,,,,,,,LâERRIERE,,44430,LE LANDREAU,01.21Z
428971832,4.29E+13,,,,,,,LES BASSES FONTAINES,,49700,DOUE-EN-ANJOU,01.21Z
428972095,4.29E+13,,,,,,,LA BLUETTERIE ARDENAY,,49290,CHAUDEFONDS-SUR-LAYON,01.21Z
429133192,4.29E+13,,,,,11,,MONTEE DES ROCHES,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
429305246,4.29E+13,,,,,122,RUE,PORTE NOUVELLE,,49260,MONTREUIL-BELLAY,01.21Z
429417694,4.29E+13,,,,,17,RUE,DE L AMIRAL MAILLE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
429534506,4.30E+13,patistonneau.fr,bureau.ludovic@wanadoo.fr,,,11,IMPASSE,DU PRENEAU,,44115,HAUTE-GOULAINE,01.21Z
429539323,4.30E+13,piedflond.fr,,02 41 59 92 36,,,DOM,DE PIED FLOND,,49380,TERRANJOU,01.21Z
429739063,4.30E+13,,,,,,,LA DISSAUDIERE,,49270,OREE-D'ANJOU,01.21Z
429939317,4.30E+13,,,,,102,RUE,DES ROCHES,CHAMPAGNE,49260,VAUDELNAY,01.21Z
430181685,4.30E+13,chateau-avrille.com,,02 41 91 22 46,,,,CHATEAU D AVRILLE,,49320,LES GARENNES SUR LOIRE,01.21Z
430206300,4.30E+13,domainedelachausserie.fr,earl.gobin@wanadoo.fr,02 40 32 67 81,,35,RUE,DE LA CHAUSSERIE,,44710,SAINT-LEGER-LES-VIGNES,01.21Z
430257303,4.30E+13,,,,,9,ROUTE,D'ANCENIS,,44330,MOUZILLON,46.34Z
430397984,4.30E+13,fabienmurail.com,contact@fabienmurail.com,02 51 30 58 56,,,,LA TUDELIERE,LA TUDELIERE,85320,LA COUTURE,01.21Z
430651828,4.31E+13,,,,,,,LE RONZERAIS,,44690,CHATEAU-THEBAUD,01.21Z
430651851,4.31E+13,,,,,16,RUE,DES BOUCHAUDS,,44690,MAISDON-SUR-SEVRE,01.21Z
430651869,4.31E+13,,,,,,,LE RONZERAIS,,44690,CHATEAU-THEBAUD,01.21Z
430651992,4.31E+13,,,,,,,LA PETITE PLACELIERE,,44690,CHATEAU-THEBAUD,01.21Z
430652008,4.31E+13,,,,,,,MOULIN DU BREIL,,44690,LA HAIE-FOUASSIERE,01.21Z
430652115,4.31E+13,,,,,,,LA BOULE DâOR,,44140,LE BIGNON,01.21Z
430652149,4.31E+13,,,,,,,ANGREVIERS,,44190,GORGES,01.21Z
430652164,4.31E+13,,,,,21,RUE,BEAU SOLEIL,,44690,MAISDON-SUR-SEVRE,01.21Z
430652339,4.31E+13,,,,,,,LE TERTRE,,44330,MOUZILLON,01.21Z
430652396,4.31E+13,,,,,,,POUIVETIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
430652537,4.31E+13,,,,,,,LA GUILLONNIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
430654319,4.31E+13,,,,,,,LA BROSSE,,49123,CHAMPTOCE-SUR-LOIRE,01.21Z
430661629,4.31E+13,,,,,,,LA MINIERE,,44690,MONNIERES,01.21Z
430663575,4.31E+13,,,,,,,LA MOUCHETIERE,,44310,SAINT-COLOMBAN,01.21Z
430663849,4.31E+13,,,,,,,LA BOURGEOISIE,,44680,SAINTE PAZANNE,01.21Z
430664144,4.31E+13,,,,,,,LA ROBINIERE,,44640,ROUANS,01.21Z
430669374,4.31E+13,,,,,,,LES FRICHES THIBAULT,,49270,OREE-D'ANJOU,01.21Z
430669440,4.31E+13,,,,,,,LES BASSES COURONNIERES,,49270,OREE-D'ANJOU,01.21Z
430671909,4.31E+13,,,,,,,LES BOSSUERES,,53970,NUILLE SUR VICOIN,01.21Z
430686253,4.31E+13,,,,,,,LES PLANTES,,72500,MONTVAL-SUR-LOIR,01.21Z
430687061,4.31E+13,,,,,,,LE PATISSEAU,,72310,LOIR EN VALLEE,01.21Z
430689513,4.31E+13,,,,,,,LES DANIELLETES,,85300,SALLERTAINE,01.21Z
430689844,4.31E+13,,,,,,,LES HABITES,,85220,APREMONT,01.21Z
430691196,4.31E+13,,,,,,RUE,DE LA FORGE,,85320,ROSNAY,01.21Z
431568443,4.32E+13,,,,,,,LE MOULIN ETIENNE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
431747690,4.32E+13,,,,,,,LE FRESNE,,49320,BLAISON-SAINT-SULPICE,01.21Z
431759323,4.32E+13,vignoblesrousseau.com,,02 41 78 34 76,,8,RUE,DE LA CHAUVIERE,,49190,VAL-DU-LAYON,01.21Z
432076081,4.32E+13,,,,,2,RUE,DU COMMERCE,,49290,CHAUDEFONDS-SUR-LAYON,01.21Z
432097137,4.32E+13,,,,,,,LA VEROLLIERE,,49190,VAL-DU-LAYON,01.21Z
432222834,4.32E+13,,,,,3,RTE,DE SAUMOUSSAY,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
432290757,4.32E+13,,,,,,,LâAUJARDIERE,,44430,LA REMAUDIERE,01.21Z
432446516,4.32E+13,,,,,15,RUE,BIZARD,MUNET,49400,DISTRE,01.21Z
432564896,4.33E+13,,,,,,ALL,DE LA BEAUMETTE,LIEU DIT LE PLESSIS,49190,VAL-DU-LAYON,01.21Z
432670230,4.33E+13,domainedelapepiere.com,,09 62 33 15 03,,,,LA PEPIERE,LA PEPIERE,44690,MAISDON-SUR-SEVRE,01.21Z
432819738,4.33E+13,,,,,36,RUE,DES SABLES,,44860,PONT-SAINT-MARTIN,01.21Z
433169729,4.33E+13,domainebatardlangelier.fr,,02 40 06 67 02,,26,,LA BIGOTIERE,,44690,MAISDON-SUR-SEVRE,01.21Z
433487311,4.33E+13,,,02 40 78 73 39,,,,LES POITRIVIERES,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
433497617,4.33E+13,levieuxpressoir.fr,ludivine@levieuxpressoir.fr,02 41 52 21 78,,205,RUE,DU CHATEAU DâOIRE,LE VAUDELNAY,49260,VAUDELNAY,01.21Z
433527454,4.34E+13,,,02 28 01 13 13,,33,RUE,DES BAILLAUDS,,44700,ORVAULT,46.34Z
433592862,4.34E+13,,,,,1,,LA HEURNIERE,,44190,GORGES,01.21Z
433901642,4.34E+13,,,,,34,RTE,DE TOUVOIS,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
433956067,4.34E+13,,,,,,RUE,DU FOUR,CHAVANNES,49260,LE PUY-NOTRE-DAME,01.21Z
434014569,4.34E+13,,,,,,,SOUSIGNE,LA SEIGNEURIE,49380,TERRANJOU,01.21Z
434225389,4.34E+13,,,,,,,LA VIARDIERE,,49310,LYS-HAUT-LAYON,01.21Z
434285003,4.34E+13,,,,,,,CHATEAU DE SOUCHE,,44860,SAINT-AIGNAN-GRANDLIEU,01.21Z
434452298,4.34E+13,prieure-la-chaume.com,contact@la-chaume.net,02 51 00 49 38,,35,CHEMIN,DE LA CHAUME,,85770,VIX,01.21Z
434712345,4.35E+13,chevaliervigneron.com,eric@chevaliervigneron.com,02 40 78 05 19,,,,LâAUJARDIERE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,46.34Z
434716320,4.35E+13,,,,,,,LA BOUCHEFOIRE,,44330,LA REGRIPPIERE,01.21Z
435228317,4.35E+13,,,,,7,,LE COING,LA GUILTIERE,49230,SEVREMOINE,01.21Z
437486079,4.37E+13,,,,,231,RUE,DU CHAMP ROBERT,MERON,49260,MONTREUIL-BELLAY,01.21Z
437511231,4.38E+13,,,,,49,CHEMIN,DES BOIS,,44140,GENESTON,46.34Z
437589716,4.38E+13,domaine-fouet.com,julien@domaine-fouet.com,02 41 51 60 52,,11,RUE,DE JUDEE,,49260,BELLEVIGNE-LES-CHATEAUX,46.34Z
437611460,4.38E+13,,,,,,,LE BOURG,,49310,LYS-HAUT-LAYON,01.21Z
437652027,4.38E+13,,,,,61,RUE,LOUIS MORON,,49250,BRISSAC LOIRE AUBANCE,01.21Z
437686538,4.38E+13,,,,,7,BD,DE CAULX,CHEMIN DU PRIEURE,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
437721160,4.38E+13,,,,,,,LA CHALENIE,,44140,LA PLANCHE,01.21Z
437972672,4.38E+13,,,,,15,ROUTE,DE MONTBERT,,44690,CHATEAU-THEBAUD,01.21Z
438013955,4.38E+13,,,,,,ROUTE,DE CLISSON,,44330,VALLET,01.21Z
438014391,4.38E+13,grellier-montplaisir.fr,contact@grellier-montplaisir.fr,02 41 74 90 30,,529,,MONTPLAISIR,,49290,CHALONNES-SUR-LOIRE,01.21Z
438020356,4.38E+13,domainedesiles.fr,contact@agencecrossmedia.fr,02 51 34 54 38,,20,,LE MARCHE NOUVEAU,,85670,SAINT-ETIENNE-DU-BOIS,01.21Z
438118465,4.38E+13,,,02 41 78 61 01,,,,LA HOUSSELIERE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
438252751,4.38E+13,,,,,,,LA MIGNOTIERE,,85470,BREM-SUR-MER,01.21Z
438269300,4.38E+13,,,02 43 97 62 30,,47,RUE,LEDRU ROLLIN,,72600,MAMERS,46.34Z
438534455,4.39E+13,,,02 40 54 45 23,,,,LES GIRAUDIERES,,44190,GORGES,01.21Z
